Date,MPRN,Meter Serial Number,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00
13/08/2021,10306910999,32308387,0.23,0.12,0.15,0.12,0.14,0.11,0.11,0.12,0.08,0.08,0.11,0.06,0.06,0.03,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.04,0.01,0.03,0.03,0.01,0.02,0.46,0.20,0.03,0.01,0.00,0.03,0.01,0.03,0.07,0.04,0.07,0.08,0.07,0.11,0.07,0.06,0.11,0.06,0.07,0.09,0.18
14/08/2021,10306910999,32308387,0.08,0.08,0.06,0.09,0.07,0.06,0.10,0.07,0.06,0.10,0.06,0.07,0.09,0.05,0.05,0.05,0.03,0.07,0.05,0.00,0.05,0.02,0.01,0.06,0.01,0.02,0.06,0.03,0.04,0.06,0.02,0.03,0.04,0.04,0.07,0.07,0.06,0.11,0.09,0.08,0.12,0.06,0.06,0.10,0.06,0.07,0.09,0.06
15/08/2021,10306910999,32308387,0.08,0.09,0.06,0.08,0.08,0.06,0.09,0.08,0.06,0.09,0.07,0.06,0.09,0.06,0.03,0.06,0.01,0.00,0.02,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.02,0.02,0.06,0.09,0.07,0.08,0.04,0.01,0.07,0.07,0.05,0.10,0.09,0.08,0.10,0.06,0.06,0.10,0.06,0.07,0.06
16/08/2021,10306910999,32308387,0.06,0.07,0.10,0.06,0.07,0.10,0.06,0.07,0.09,0.06,0.07,0.09,0.06,0.06,0.05,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.05,0.01,0.04,0.01,0.01,0.03,0.02,0.03,0.07,0.08,0.05,0.08,0.09,0.08,0.10,0.08,0.06,0.09,0.08,0.06,0.09,0.10
17/08/2021,10306910999,32308387,0.06,0.08,0.08,0.06,0.08,0.08,0.06,0.08,0.08,0.06,0.08,0.08,0.04,0.05,0.05,0.03,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.06,0.06,0.10,0.10,0.08,0.11,0.08,0.06,0.09,0.07,0.06,0.09,0.08
18/08/2021,10306910999,32308387,0.06,0.09,0.07,0.06,0.09,0.07,0.06,0.09,0.07,0.06,0.09,0.07,0.05,0.07,0.03,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.04,0.03,0.03,0.04,0.03,0.00,0.05,0.04,0.05,0.10,0.08,0.08,0.12,0.07,0.06,0.10,0.06,0.06,0.10,0.07
19/08/2021,10306910999,32308387,0.06,0.10,0.06,0.06,0.10,0.06,0.06,0.10,0.06,0.06,0.10,0.06,0.05,0.06,0.03,0.00,0.03,0.03,0.02,0.05,0.05,0.00,0.05,0.02,0.00,0.07,0.00,0.02,0.07,0.02,0.03,0.05,0.03,0.00,0.07,0.04,0.06,0.11,0.08,0.09,0.12,0.06,0.07,0.10,0.06,0.07,0.09,0.06
20/08/2021,10306910999,32308387,0.07,0.09,0.06,0.07,0.09,0.06,0.07,0.09,0.06,0.07,0.09,0.06,0.07,0.07,0.04,0.05,0.07,0.03,0.02,0.06,0.02,0.02,0.02,0.00,0.01,0.01,0.00,0.03,0.02,0.00,0.03,0.05,0.03,0.04,0.05,0.05,0.09,0.09,0.09,0.13,0.12,0.22,0.22,0.46,0.20,0.15,0.13,0.06
21/08/2021,10306910999,32308387,0.16,0.11,0.08,0.07,0.10,0.08,0.07,0.09,0.09,0.06,0.07,0.11,0.06,0.09,0.15,0.12,0.07,0.19,0.17,0.31,0.24,0.49,1.08,0.91,0.78,0.04,0.04,0.04,0.06,0.11,0.04,0.11,0.10,1.31,0.84,0.28,0.21,0.15,0.20,0.22,0.22,0.64,0.75,0.25,0.17,0.14,0.17,0.13
22/08/2021,10306910999,32308387,0.12,0.12,0.09,0.17,0.08,0.09,0.11,0.07,0.09,0.09,0.07,0.11,0.04,0.00,0.07,0.06,0.02,0.00,0.15,0.48,0.13,0.08,0.10,0.01,0.19,0.34,0.05,0.06,0.48,0.14,0.14,0.28,0.16,0.13,0.11,0.22,0.78,0.88,0.29,0.12,0.16,0.68,0.24,0.18,0.44,0.20,0.21,0.10
23/08/2021,10306910999,32308387,0.13,0.08,0.09,0.10,0.07,0.10,0.08,0.07,0.11,0.07,0.07,0.11,0.06,0.04,0.00,0.00,0.02,0.02,0.04,0.00,0.00,0.03,0.07,0.38,0.02,0.04,0.02,0.15,0.01,0.04,0.04,0.14,0.16,0.14,0.20,0.19,0.20,0.78,0.88,0.22,0.37,0.49,0.26,0.19,0.47,0.15,0.12,0.15
24/08/2021,10306910999,32308387,0.09,0.08,0.11,0.07,0.09,0.09,0.07,0.10,0.08,0.07,0.12,0.07,0.07,0.12,0.09,0.09,0.12,0.09,0.06,0.12,0.07,0.14,0.03,0.00,0.00,0.01,0.02,0.00,0.00,0.01,0.04,0.08,0.10,0.10,0.15,0.18,0.15,0.19,0.19,0.25,0.25,0.20,0.29,0.17,0.21,0.21,0.65,0.12
25/08/2021,10306910999,32308387,0.17,0.33,0.28,0.13,0.15,0.15,0.12,0.16,0.13,0.13,0.11,0.07,0.08,0.08,0.08,0.02,0.01,0.09,0.07,0.10,0.01,0.29,0.34,0.08,0.10,0.07,0.02,0.04,0.00,0.00,0.00,0.03,0.07,0.09,0.15,0.15,0.19,0.22,0.77,1.14,0.65,0.41,0.17,0.17,0.49,0.96,0.64,0.20
26/08/2021,10306910999,32308387,0.16,0.19,0.13,0.08,0.11,0.09,0.07,0.12,0.08,0.09,0.11,0.07,0.22,0.44,0.01,0.00,0.30,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.13,0.01,0.03,0.00,0.00,0.04,0.02,0.10,0.12,0.16,0.22,0.15,0.56,0.73,0.22,0.21,0.25,0.14,0.15,0.17,0.19,0.11,0.14,0.17
27/08/2021,10306910999,32308387,0.08,0.09,0.12,0.08,0.07,0.12,0.10,0.07,0.09,0.12,0.07,0.07,0.14,0.63,0.07,0.06,0.41,0.15,0.05,0.05,0.00,0.00,0.00,0.01,0.00,0.06,0.01,0.00,0.00,0.00,0.00,0.03,0.08,0.18,0.12,0.14,0.22,1.05,0.90,0.26,0.22,0.15,0.69,0.20,0.17,0.35,0.26,0.12
28/08/2021,10306910999,32308387,0.10,0.16,0.15,0.12,0.10,0.12,0.07,0.07,0.12,0.09,0.07,0.09,0.12,0.06,0.02,0.00,0.02,0.04,0.02,0.03,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.17,0.00,0.01,0.07,0.09,0.16,0.16,0.21,0.18,0.23,0.22,0.21,0.18,0.19,0.84,0.19,0.17,0.35,0.19,0.11
29/08/2021,10306910999,32308387,0.13,0.09,0.07,0.10,0.12,0.08,0.07,0.08,0.12,0.09,0.07,0.07,0.12,0.11,0.09,0.12,0.15,0.14,0.33,0.99,0.49,0.32,0.15,0.13,0.31,0.21,0.09,0.06,0.07,0.07,0.09,0.10,0.12,0.18,0.16,0.37,0.25,1.05,0.21,0.34,0.50,0.18,0.17,0.18,0.17,0.11,0.13,0.12
30/08/2021,10306910999,32308387,0.21,0.09,0.07,0.08,0.12,0.11,0.07,0.07,0.08,0.12,0.11,0.07,0.55,0.19,0.14,0.38,0.19,0.06,0.07,0.15,0.17,0.11,0.08,0.11,0.14,0.09,0.02,0.07,0.14,0.25,0.11,0.16,0.16,0.14,0.15,0.14,0.18,0.20,0.23,0.21,0.30,0.17,0.19,0.19,0.22,0.65,0.15,0.18
31/08/2021,10306910999,32308387,0.48,0.16,0.12,0.13,0.18,0.16,0.10,0.12,0.12,0.13,0.07,0.07,0.10,0.19,0.09,0.05,0.08,0.15,0.28,0.15,0.16,0.19,0.08,0.13,0.78,0.21,0.13,0.13,0.10,0.15,0.20,0.10,0.08,0.14,0.21,0.24,0.25,0.95,0.46,0.19,0.78,1.05,0.50,0.14,0.16,0.17,0.10,0.14
01/09/2021,10306910999,32308387,0.11,0.12,0.11,0.08,0.08,0.10,0.12,0.09,0.07,0.07,0.11,0.12,0.09,0.23,0.08,0.05,0.02,0.05,0.35,0.24,0.09,0.07,0.13,0.18,0.20,0.12,0.10,0.11,0.09,0.13,0.46,1.13,0.84,0.21,0.26,0.16,0.16,1.15,0.54,0.20,0.35,0.19,0.16,0.16,0.17,0.11,0.09,0.10
02/09/2021,10306910999,32308387,0.07,0.09,0.11,0.07,0.08,0.11,0.07,0.08,0.12,0.07,0.08,0.12,0.08,0.14,0.68,0.09,0.10,0.42,0.25,0.12,0.15,0.13,0.14,0.17,0.10,0.23,0.13,0.13,0.14,0.15,0.08,0.13,0.15,0.17,0.20,0.17,1.10,0.44,0.24,0.22,0.19,0.29,0.67,0.18,0.15,0.38,0.26,0.11
03/09/2021,10306910999,32308387,0.13,0.08,0.09,0.10,0.07,0.12,0.09,0.07,0.11,0.08,0.07,0.12,0.08,0.17,0.11,0.10,0.09,0.10,0.09,0.17,0.12,0.10,0.64,0.78,0.47,0.01,0.07,0.07,0.02,0.04,0.07,0.10,0.14,0.13,0.19,0.20,0.18,0.25,0.25,0.27,0.23,0.23,0.19,0.23,0.22,0.27,0.19,0.18
04/09/2021,10306910999,32308387,0.14,0.14,0.16,0.22,0.13,0.08,0.07,0.07,0.12,0.12,0.12,0.09,0.12,0.13,0.15,0.20,0.16,0.05,0.65,0.10,0.07,0.31,0.12,0.01,0.00,0.52,0.11,0.06,0.08,0.28,0.20,0.16,0.11,0.09,0.16,0.17,0.54,1.83,1.27,0.40,0.31,0.34,0.29,0.19,0.18,0.17,0.12,0.14
05/09/2021,10306910999,32308387,0.19,0.10,0.08,0.10,0.10,0.07,0.09,0.11,0.07,0.09,0.11,0.07,0.09,0.08,0.01,0.03,0.11,0.08,0.03,0.29,0.50,0.08,0.01,0.00,0.00,0.01,0.19,0.95,0.61,0.11,0.08,0.01,0.18,0.11,0.13,0.11,0.12,0.31,0.92,0.25,0.25,0.45,0.20,0.17,0.17,0.17,0.14,0.11
06/09/2021,10306910999,32308387,0.11,0.11,0.13,0.10,0.10,0.10,0.07,0.10,0.09,0.07,0.11,0.07,0.08,0.14,0.00,0.09,0.01,0.00,0.00,0.00,0.01,0.52,0.11,0.03,0.01,0.02,0.01,0.05,0.01,0.01,0.03,0.12,0.14,0.13,0.10,0.12,0.19,0.23,0.12,1.40,0.61,0.17,0.14,0.41,0.16,0.17,0.15,0.16
07/09/2021,10306910999,32308387,0.17,0.16,0.12,0.13,0.11,0.11,0.07,0.08,0.12,0.10,0.07,0.10,0.16,0.09,0.00,0.04,0.00,0.00,0.05,0.00,0.02,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.13,0.29,0.15,0.17,0.16,0.15,0.16,0.19,0.21,0.21,0.19,0.62,0.22,0.17,0.35,0.30,0.13
08/09/2021,10306910999,32308387,0.17,0.11,0.12,0.09,0.07,0.12,0.09,0.07,0.11,0.09,0.07,0.11,0.14,0.15,0.04,0.01,0.05,0.12,0.09,0.05,0.09,0.03,0.00,0.04,0.18,0.08,0.19,0.20,0.09,0.03,0.11,0.12,0.15,0.19,0.15,0.12,0.17,0.19,0.21,0.26,0.27,0.16,0.20,0.21,0.30,0.18,0.15,0.22
09/09/2021,10306910999,32308387,0.14,0.07,0.07,0.08,0.12,0.12,0.12,0.08,0.07,0.10,0.12,0.12,0.28,0.40,0.12,0.12,0.37,0.11,0.14,0.09,0.00,0.03,0.03,0.13,0.07,0.02,0.03,0.31,0.40,0.14,0.10,0.23,0.24,0.25,0.14,0.14,0.13,0.25,0.19,0.30,1.21,0.72,0.19,0.19,0.16,0.17,0.23,0.15
10/09/2021,10306910999,32308387,0.12,0.11,0.07,0.07,0.07,0.12,0.11,0.11,0.11,0.07,0.08,0.54,0.14,0.27,0.41,0.10,0.06,0.10,0.09,0.05,0.03,0.03,0.04,0.07,0.12,0.11,0.08,0.17,0.85,0.18,0.10,0.08,0.12,0.15,0.19,0.22,0.22,0.21,0.56,1.74,0.85,0.28,0.23,0.12,0.11,0.11,0.23,0.13
11/09/2021,10306910999,32308387,0.11,0.12,0.14,0.14,0.11,0.14,0.17,0.09,0.09,0.10,0.07,0.09,0.11,0.07,0.09,0.15,0.10,0.12,0.21,0.03,0.01,0.01,0.00,0.00,0.00,0.02,0.01,0.01,0.42,0.33,0.15,0.61,0.20,0.12,0.40,0.17,0.19,0.21,0.17,0.58,0.82,0.30,0.17,0.10,0.09,0.13,0.14,0.14
12/09/2021,10306910999,32308387,0.13,0.22,0.08,0.09,0.12,0.08,0.10,0.13,0.07,0.09,0.11,0.07,0.09,0.12,0.09,0.16,0.18,0.21,0.17,0.15,0.06,0.08,0.06,0.04,0.11,0.10,0.31,0.13,0.16,0.17,0.14,0.17,0.19,0.19,0.14,0.16,0.23,0.70,0.77,0.97,0.55,0.28,0.19,0.20,0.15,0.10,0.18,0.10
13/09/2021,10306910999,32308387,0.08,0.09,0.12,0.08,0.07,0.13,0.11,0.07,0.10,0.11,0.07,0.08,0.12,0.15,0.15,0.10,0.11,0.11,0.05,0.06,0.03,0.02,0.09,0.06,0.22,0.83,0.06,0.08,0.04,0.04,0.10,0.16,0.18,0.75,0.59,0.30,0.63,0.47,0.75,1.20,0.78,0.23,0.20,0.21,0.17,0.16,0.16,0.12
14/09/2021,10306910999,32308387,0.14,0.12,0.12,0.15,0.18,0.18,0.12,0.07,0.09,0.11,0.11,0.07,0.08,0.61,0.12,0.16,0.28,0.09,0.00,0.00,0.01,0.01,0.17,0.00,0.08,0.08,0.08,0.05,0.06,0.04,0.08,0.10,0.12,0.12,0.15,0.19,0.21,0.23,0.23,0.23,0.22,0.13,0.14,0.44,0.36,0.16,0.12,0.16
15/09/2021,10306910999,32308387,0.17,0.11,0.10,0.07,0.07,0.11,0.11,0.07,0.07,0.10,0.11,0.09,0.08,0.14,0.11,0.10,0.13,0.16,0.16,0.17,0.14,0.22,0.39,0.21,0.24,0.06,0.08,0.09,0.11,0.13,0.08,0.07,0.10,0.17,0.20,0.13,0.20,0.20,0.18,0.21,0.23,0.18,0.20,0.17,0.16,0.27,0.19,0.42
16/09/2021,10306910999,32308387,0.12,0.11,0.13,0.13,0.12,0.12,0.08,0.08,0.12,0.08,0.13,0.14,0.10,0.19,0.02,0.05,0.06,0.10,0.01,0.00,0.00,0.25,0.14,0.14,0.26,0.49,0.07,0.03,0.02,0.00,0.04,0.08,0.09,0.12,0.12,0.13,0.78,0.36,0.21,0.24,0.23,0.14,0.14,0.70,0.14,0.14,0.38,0.16
17/09/2021,10306910999,32308387,0.14,0.20,0.20,0.08,0.12,0.08,0.09,0.13,0.08,0.08,0.12,0.08,0.09,0.22,0.08,0.08,0.12,0.13,0.15,0.16,0.10,0.12,0.13,0.86,0.27,0.09,0.08,0.18,0.07,0.06,0.05,0.18,0.18,0.12,0.14,0.17,0.13,0.24,0.30,0.25,0.27,0.25,0.25,0.22,0.19,0.53,0.33,0.24
18/09/2021,10306910999,32308387,0.18,0.44,0.11,0.07,0.11,0.10,0.07,0.11,0.10,0.07,0.11,0.09,0.07,0.12,0.12,0.01,0.03,0.06,0.22,0.06,0.03,0.00,0.04,0.07,0.04,0.46,0.58,0.09,0.16,0.22,0.27,0.43,0.13,0.23,0.18,0.16,0.24,0.18,1.04,0.96,0.38,0.19,0.19,1.02,0.89,0.55,0.21,0.20
19/09/2021,10306910999,32308387,0.72,0.44,0.60,0.26,0.17,0.14,0.14,0.09,0.07,0.12,0.08,0.08,0.11,0.07,0.04,0.08,0.01,0.01,0.05,0.01,0.01,0.55,0.06,0.00,0.02,0.01,0.40,0.10,0.43,0.00,0.04,1.00,0.56,0.16,0.18,0.22,0.71,1.73,0.37,0.30,0.30,0.31,0.31,0.26,0.22,0.20,0.25,0.68
20/09/2021,10306910999,32308387,0.08,0.08,0.12,0.09,0.07,0.11,0.11,0.09,0.11,0.11,0.07,0.09,0.12,0.16,0.06,0.09,0.49,0.89,0.22,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.12,0.15,0.17,0.45,0.25,0.16,0.15,0.13,0.14,0.14,0.25,0.19,0.18,0.22,0.26,0.22,0.23,0.20,0.20,0.13,0.41,0.13
21/09/2021,10306910999,32308387,0.21,0.16,0.16,0.14,0.12,0.16,0.13,0.12,0.17,0.14,0.13,0.13,0.10,0.21,0.09,0.03,0.16,0.03,0.00,0.02,0.08,0.00,0.00,0.00,0.00,0.07,0.00,0.18,0.19,0.31,0.14,0.11,0.12,0.15,0.18,0.13,0.13,0.39,0.24,0.16,0.23,0.23,0.15,0.19,0.49,0.25,0.21,0.22
22/09/2021,10306910999,32308387,0.44,0.10,0.10,0.07,0.10,0.10,0.07,0.11,0.09,0.07,0.11,0.08,0.07,0.19,0.08,0.04,0.06,0.05,0.01,0.00,0.00,0.15,0.38,0.08,0.56,0.32,0.18,0.15,0.13,0.09,0.43,1.07,0.65,0.13,0.21,0.19,0.64,0.61,0.23,0.20,0.21,0.27,0.18,0.19,0.22,0.24,0.18,0.18
23/09/2021,10306910999,32308387,0.18,0.14,0.17,0.15,0.10,0.08,0.12,0.10,0.08,0.10,0.11,0.07,0.10,0.19,0.06,0.00,0.24,0.04,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.06,0.02,0.04,0.19,0.34,0.07,0.51,0.12,0.68,0.86,0.29,0.17,0.30,0.20,0.24,0.24,0.63,0.25,0.22,0.52,0.22,0.17,0.24
24/09/2021,10306910999,32308387,0.19,0.16,0.15,0.20,0.20,0.13,0.11,0.11,0.08,0.10,0.11,0.07,0.18,0.27,0.10,0.08,0.20,0.12,0.01,0.00,0.00,0.04,0.05,0.01,0.01,0.04,0.13,0.14,0.09,0.06,0.11,0.16,0.12,0.14,0.17,0.17,0.19,0.25,0.38,0.21,0.18,0.21,0.18,0.08,0.12,0.12,0.08,0.13
25/09/2021,10306910999,32308387,0.12,0.19,0.10,0.15,0.16,0.16,0.12,0.11,0.07,0.10,0.11,0.07,0.09,0.13,0.12,0.14,0.16,0.09,0.15,0.08,0.03,0.03,0.05,0.01,0.00,0.02,0.05,0.03,0.08,0.09,0.16,1.12,0.38,0.64,0.23,0.28,0.28,0.18,0.24,0.46,1.07,0.41,0.16,0.17,0.11,0.15,0.14,0.09
26/09/2021,10306910999,32308387,0.07,0.11,0.09,0.07,0.11,0.10,0.07,0.10,0.11,0.07,0.08,0.11,0.07,0.08,0.13,0.02,0.01,0.14,0.23,0.01,0.00,0.01,0.02,0.06,0.04,0.06,0.01,0.02,0.19,0.23,0.29,0.65,0.22,0.82,0.26,0.22,0.61,1.03,0.53,0.79,1.62,0.45,0.26,0.25,0.23,0.25,0.20,0.08
27/09/2021,10306910999,32308387,0.13,0.07,0.11,0.12,0.10,0.07,0.11,0.12,0.08,0.10,0.12,0.09,0.08,0.20,0.93,0.59,0.47,0.25,0.02,0.13,0.13,0.00,0.01,0.00,0.00,0.12,0.03,0.04,0.08,0.23,0.11,0.13,0.20,0.21,0.17,0.13,0.22,0.24,0.18,0.28,0.22,0.28,0.16,0.25,0.25,0.20,0.19,0.15
28/09/2021,10306910999,32308387,0.11,0.12,0.14,0.10,0.13,0.18,0.16,0.10,0.11,0.07,0.10,0.10,0.08,0.32,0.37,0.15,0.35,0.47,0.16,0.06,0.07,0.06,0.06,0.09,0.06,0.12,0.01,0.02,0.05,0.18,0.11,0.12,0.20,0.20,0.17,0.19,0.15,0.47,0.76,0.34,0.67,0.32,0.23,0.21,0.23,0.23,0.15,0.18
29/09/2021,10306910999,32308387,0.18,0.15,0.17,0.19,0.16,0.13,0.14,0.10,0.10,0.14,0.10,0.09,0.13,0.20,0.10,0.03,0.05,0.11,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.06,0.02,0.10,0.03,0.18,0.16,0.14,0.15,0.20,0.21,0.82,1.04,0.19,0.30,0.24,0.20,0.20,0.23,0.68,0.19,0.18,0.26
30/09/2021,10306910999,32308387,0.28,0.17,0.15,0.11,0.10,0.14,0.11,0.10,0.15,0.11,0.10,0.15,0.11,0.18,0.14,0.20,0.07,0.21,0.12,0.08,0.09,0.07,0.08,0.16,0.13,0.14,0.12,0.10,0.10,0.10,0.10,0.20,0.17,0.15,0.16,0.21,0.32,0.24,0.17,0.19,0.27,0.15,0.34,0.39,0.11,0.11,0.45,0.40
01/10/2021,10306910999,32308387,0.08,0.11,0.09,0.07,0.10,0.10,0.07,0.09,0.11,0.07,0.08,0.11,0.09,0.17,0.09,0.13,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.05,0.06,0.03,0.17,0.17,0.14,0.12,0.19,0.41,0.76,0.29,0.26,0.25,0.17,0.17,0.28,0.14,0.10,0.11,0.16
02/10/2021,10306910999,32308387,0.24,0.11,0.20,0.40,0.12,0.20,0.12,0.07,0.07,0.11,0.09,0.09,0.09,0.11,0.09,0.12,0.18,0.17,0.28,0.07,0.09,0.06,0.04,0.02,0.01,0.04,0.01,0.03,0.03,0.04,0.12,0.10,0.08,0.13,0.24,0.14,0.26,0.45,0.26,0.19,0.20,0.33,0.16,0.20,0.19,0.69,0.22,0.50
03/10/2021,10306910999,32308387,0.39,0.23,0.13,0.15,0.13,0.09,0.07,0.09,0.11,0.07,0.08,0.11,0.07,0.07,0.09,0.05,0.07,0.12,0.03,0.00,0.01,0.00,0.00,0.01,0.01,0.28,0.05,0.07,0.04,0.03,0.06,0.10,0.21,0.18,0.56,0.17,0.98,1.19,1.01,0.27,0.36,0.25,0.48,1.18,0.68,0.16,0.10,0.17
04/10/2021,10306910999,32308387,0.14,0.11,0.12,0.12,0.09,0.07,0.08,0.11,0.09,0.07,0.09,0.11,0.10,0.23,0.11,0.05,0.02,0.00,0.11,0.00,0.02,0.23,0.15,0.10,0.07,0.05,0.05,0.05,0.97,0.39,0.02,0.15,0.22,0.20,0.15,0.17,0.23,0.62,0.35,0.45,0.49,0.10,0.10,0.15,0.17,0.10,0.11,0.12
05/10/2021,10306910999,32308387,0.15,0.11,0.36,0.22,0.10,0.07,0.09,0.15,0.10,0.07,0.09,0.11,0.09,0.13,0.12,0.07,0.00,0.03,0.04,0.19,0.03,0.01,0.21,0.24,0.18,0.17,0.05,0.02,0.01,0.11,0.10,0.10,0.14,0.28,0.27,0.23,0.30,0.34,1.06,1.03,0.50,0.32,0.30,0.29,0.31,0.34,0.25,0.54
06/10/2021,10306910999,32308387,0.26,0.22,0.23,0.26,0.27,0.29,0.15,0.08,0.07,0.11,0.08,0.07,0.22,0.65,0.23,0.10,0.48,0.79,0.18,0.19,0.12,0.17,0.19,0.09,0.17,0.12,0.14,0.16,0.13,0.74,0.99,0.51,0.16,0.09,0.31,0.28,0.20,0.26,0.29,0.17,0.22,0.73,0.78,0.25,0.17,0.15,0.13,0.26
07/10/2021,10306910999,32308387,0.16,0.16,0.16,0.10,0.08,0.11,0.09,0.07,0.12,0.08,0.08,0.12,0.08,0.20,0.20,0.07,0.30,0.52,0.32,0.36,0.30,1.27,0.44,0.07,0.12,0.17,0.25,0.16,0.11,0.15,0.14,0.83,0.52,0.29,0.60,0.20,0.26,0.38,0.19,0.23,0.19,0.23,0.17,0.15,0.11,0.13,0.09,0.16
08/10/2021,10306910999,32308387,0.14,0.11,0.10,0.17,0.11,0.08,0.12,0.08,0.07,0.12,0.08,0.07,0.13,0.16,0.21,0.12,0.37,0.23,0.25,0.12,0.68,1.11,0.26,0.03,0.11,0.53,0.14,0.09,0.03,0.04,0.06,0.42,0.56,0.17,0.19,0.26,0.20,0.87,1.14,0.41,0.64,0.13,0.15,0.12,0.13,0.16,0.16,0.09
09/10/2021,10306910999,32308387,0.13,0.12,0.10,0.13,0.15,0.10,0.12,0.09,0.07,0.12,0.08,0.08,0.16,0.07,0.09,0.15,0.13,0.21,0.20,0.18,0.26,0.56,0.30,0.07,0.07,0.18,0.08,0.09,0.01,0.04,1.10,0.95,0.40,0.23,0.10,0.55,0.36,0.51,1.22,0.75,0.20,0.19,0.11,0.19,0.17,0.12,0.15,0.13
10/10/2021,10306910999,32308387,0.14,0.16,0.14,0.08,0.11,0.07,0.09,0.10,0.07,0.10,0.09,0.07,0.11,0.08,0.08,0.09,0.13,0.03,0.01,0.00,0.61,0.07,0.01,0.00,0.00,0.05,0.02,0.00,0.04,0.15,0.25,0.33,0.22,0.37,0.46,0.38,0.81,1.87,1.28,0.32,0.37,0.28,0.32,0.28,0.27,0.25,0.21,0.12
11/10/2021,10306910999,32308387,0.25,0.18,0.14,0.11,0.07,0.10,0.09,0.07,0.11,0.08,0.07,0.11,0.07,0.17,0.25,0.05,0.12,0.14,0.13,0.10,0.02,0.00,0.00,0.02,0.00,0.00,0.17,0.04,0.00,0.02,0.06,0.15,0.14,0.15,0.20,0.21,0.29,0.16,0.23,0.58,0.33,0.16,0.17,0.71,0.20,0.21,0.38,0.25
12/10/2021,10306910999,32308387,0.11,0.14,0.12,0.11,0.08,0.11,0.07,0.10,0.07,0.09,0.08,0.08,0.09,0.17,0.30,0.14,0.11,0.15,0.14,0.03,0.03,0.04,0.09,0.02,0.09,0.06,0.09,0.02,0.00,0.04,0.10,0.11,0.13,0.12,0.12,0.19,0.30,0.25,0.15,0.17,0.30,0.15,0.14,0.19,0.15,0.15,0.20,0.23
13/10/2021,10306910999,32308387,0.15,0.14,0.10,0.11,0.07,0.10,0.08,0.07,0.11,0.07,0.09,0.09,0.08,0.19,0.25,0.10,0.12,0.16,0.16,0.14,0.33,0.51,0.30,0.55,0.27,0.18,0.16,0.11,0.04,0.18,0.18,0.25,0.17,0.28,0.50,0.35,0.52,0.35,0.24,0.20,0.22,0.23,0.21,0.63,0.18,0.20,0.37,0.11
14/10/2021,10306910999,32308387,0.15,0.14,0.12,0.07,0.09,0.09,0.07,0.11,0.07,0.08,0.09,0.07,0.12,0.31,0.11,0.11,0.09,0.23,0.10,0.09,0.10,0.05,0.01,0.02,0.08,0.11,0.08,0.11,0.14,0.11,0.10,0.14,0.47,0.19,0.21,0.24,0.22,0.24,0.20,0.17,0.34,0.23,0.23,0.22,0.25,0.23,0.16,0.22
15/10/2021,10306910999,32308387,0.18,0.13,0.14,0.11,0.08,0.07,0.10,0.10,0.06,0.07,0.11,0.20,0.63,0.21,0.48,0.15,0.36,0.14,0.00,0.01,0.00,0.00,0.00,0.03,0.05,0.07,0.15,0.16,0.11,0.12,0.13,0.35,0.13,0.22,0.24,0.14,0.20,0.92,0.73,0.22,0.27,0.19,0.22,0.11,0.22,0.32,0.11,0.15
16/10/2021,10306910999,32308387,0.13,0.10,0.11,0.18,0.15,0.07,0.11,0.09,0.06,0.08,0.11,0.07,0.07,0.10,0.14,0.09,0.07,0.11,0.14,0.01,0.04,0.05,0.05,0.06,0.13,0.80,0.11,0.15,0.19,0.71,0.28,0.27,0.44,0.22,0.16,0.16,0.11,0.12,0.25,1.16,0.72,0.34,0.25,0.18,0.20,0.20,0.16,0.12
17/10/2021,10306910999,32308387,0.14,0.13,0.11,0.15,0.12,0.08,0.07,0.11,0.09,0.07,0.10,0.10,0.07,0.11,0.16,0.09,0.10,0.13,0.30,0.10,0.08,0.67,0.30,0.20,0.05,0.08,0.01,0.27,0.27,0.08,0.06,0.41,0.20,0.08,0.14,0.14,0.29,2.74,1.82,0.94,0.25,0.24,0.23,0.20,0.30,1.06,0.49,0.13
