Date,MPRN,Meter Serial Number,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,00:00
23/12/2021,10306910999,32308387,0.08,0.08,0.10,0.12,0.08,0.08,0.10,0.12,0.08,0.08,0.11,0.11,0.09,0.10,0.13,0.13,0.10,0.10,0.14,0.10,0.08,0.04,0.07,0.00,0.00,0.05,0.05,0.05,0.08,0.12,0.14,0.11,0.11,0.13,0.14,0.12,0.12,0.15,0.15,0.10,0.10,0.14,0.11,0.10,0.09,0.12,0.09,0.12
24/12/2021,10306910999,32308387,0.09,0.12,0.09,0.08,0.09,0.12,0.08,0.08,0.09,0.12,0.08,0.08,0.10,0.14,0.10,0.11,0.12,0.14,0.10,0.10,0.11,0.14,0.10,0.09,0.10,0.13,0.09,0.09,0.11,0.15,0.11,0.11,0.12,0.15,0.11,0.12,0.13,0.16,0.12,0.09,0.11,0.14,0.10,0.09,0.09,0.12,0.08,0.08
25/12/2021,10306910999,32308387,0.09,0.12,0.09,0.08,0.08,0.12,0.09,0.08,0.08,0.12,0.09,0.08,0.08,0.12,0.10,0.10,0.10,0.14,0.12,0.10,0.10,0.13,0.13,0.10,0.10,0.15,0.13,0.10,0.10,0.12,0.14,0.11,0.10,0.12,0.16,0.12,0.12,0.12,0.16,0.11,0.10,0.10,0.13,0.12,0.08,0.08,0.10,0.08
26/12/2021,10306910999,32308387,0.08,0.08,0.09,0.12,0.08,0.08,0.09,0.12,0.09,0.08,0.08,0.11,0.10,0.08,0.08,0.13,0.14,0.10,0.07,0.02,0.01,0.00,0.04,0.08,0.12,0.10,0.07,0.08,0.12,0.12,0.10,0.11,0.13,0.14,0.12,0.13,0.13,0.16,0.13,0.09,0.09,0.13,0.12,0.10,0.08,0.10,0.12,0.11
27/12/2021,10306910999,32308387,0.08,0.08,0.12,0.09,0.08,0.08,0.11,0.11,0.08,0.08,0.09,0.12,0.10,0.09,0.10,0.14,0.13,0.10,0.10,0.10,0.13,0.08,0.08,0.07,0.11,0.11,0.09,0.09,0.11,0.14,0.10,0.11,0.10,0.14,0.13,0.12,0.12,0.14,0.15,0.09,0.09,0.09,0.14,0.11,0.08,0.08,0.10,0.08
28/12/2021,10306910999,32308387,0.08,0.08,0.08,0.12,0.09,0.08,0.08,0.10,0.11,0.08,0.08,0.08,0.13,0.11,0.10,0.11,0.12,0.14,0.09,0.10,0.09,0.10,0.03,0.03,0.00,0.03,0.09,0.06,0.09,0.09,0.13,0.13,0.10,0.10,0.11,0.16,0.13,0.12,0.12,0.11,0.13,0.09,0.09,0.10,0.12,0.10,0.08,0.11
29/12/2021,10306910999,32308387,0.09,0.12,0.08,0.08,0.08,0.10,0.11,0.08,0.08,0.08,0.12,0.09,0.09,0.09,0.11,0.15,0.10,0.10,0.04,0.09,0.05,0.01,0.00,0.00,0.00,0.02,0.01,0.04,0.09,0.12,0.10,0.11,0.11,0.15,0.13,0.12,0.12,0.14,0.16,0.09,0.09,0.10,0.13,0.12,0.08,0.08,0.09,0.08
30/12/2021,10306910999,32308387,0.08,0.08,0.08,0.12,0.10,0.08,0.08,0.10,0.12,0.08,0.08,0.08,0.13,0.11,0.10,0.11,0.12,0.14,0.10,0.10,0.10,0.13,0.11,0.09,0.09,0.12,0.13,0.10,0.10,0.11,0.15,0.12,0.11,0.10,0.14,0.14,0.12,0.12,0.14,0.13,0.10,0.10,0.10,0.14,0.09,0.08,0.08,0.12
31/12/2021,10306910999,32308387,0.11,0.08,0.08,0.10,0.12,0.08,0.08,0.08,0.12,0.09,0.08,0.08,0.12,0.13,0.10,0.11,0.11,0.13,0.08,0.07,0.08,0.13,0.09,0.01,0.02,0.03,0.07,0.09,0.09,0.11,0.14,0.11,0.11,0.12,0.16,0.12,0.12,0.12,0.16,0.11,0.09,0.09,0.13,0.12,0.09,0.08,0.10,0.11
01/01/2022,10306910999,32308387,0.08,0.08,0.09,0.12,0.08,0.08,0.08,0.12,0.10,0.08,0.08,0.11,0.11,0.08,0.08,0.12,0.14,0.09,0.03,0.02,0.01,0.00,0.00,0.01,0.01,0.04,0.02,0.06,0.11,0.11,0.10,0.11,0.13,0.14,0.12,0.12,0.14,0.16,0.12,0.10,0.10,0.14,0.10,0.10,0.08,0.12,0.09,0.12
02/01/2022,10306910999,32308387,0.08,0.11,0.11,0.08,0.08,0.10,0.12,0.08,0.08,0.09,0.12,0.09,0.08,0.08,0.11,0.13,0.10,0.10,0.12,0.12,0.09,0.05,0.01,0.00,0.00,0.05,0.01,0.09,0.11,0.10,0.10,0.13,0.14,0.11,0.12,0.13,0.16,0.13,0.12,0.10,0.13,0.12,0.10,0.09,0.09,0.12,0.08,0.08
03/01/2022,10306910999,32308387,0.08,0.12,0.10,0.08,0.08,0.10,0.12,0.08,0.08,0.08,0.12,0.10,0.09,0.10,0.11,0.15,0.10,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.07,0.08,0.13,0.12,0.10,0.11,0.12,0.14,0.11,0.12,0.12,0.15,0.14,0.10,0.10,0.10,0.14,0.10,0.08,0.08,0.10,0.08
04/01/2022,10306910999,32308387,0.08,0.08,0.08,0.12,0.10,0.08,0.08,0.09,0.12,0.09,0.08,0.08,0.11,0.13,0.10,0.11,0.10,0.07,0.05,0.03,0.03,0.02,0.00,0.00,0.02,0.03,0.01,0.07,0.11,0.09,0.10,0.11,0.13,0.14,0.12,0.12,0.12,0.13,0.16,0.10,0.10,0.10,0.10,0.13,0.09,0.08,0.08,0.11
05/01/2022,10306910999,32308387,0.11,0.11,0.08,0.08,0.08,0.09,0.12,0.09,0.08,0.08,0.08,0.11,0.12,0.10,0.10,0.16,0.15,0.13,0.06,0.00,0.02,0.07,0.06,0.00,0.03,0.05,0.03,0.10,0.11,0.13,0.25,0.95,0.45,0.31,0.37,0.39,0.38,0.35,1.29,0.84,0.43,0.20,0.20,0.16,0.17,0.11,0.24,0.08
06/01/2022,10306910999,32308387,0.08,0.11,0.11,0.08,0.09,0.13,0.07,0.07,0.12,0.09,0.06,0.11,0.12,0.80,0.36,0.23,0.27,0.41,0.34,0.27,0.24,0.18,0.14,0.06,0.36,0.22,0.23,0.29,1.30,0.85,0.30,0.71,0.76,0.25,0.33,0.39,0.36,0.34,0.24,0.21,0.17,0.17,0.16,0.15,0.93,0.66,0.30,0.12
07/01/2022,10306910999,32308387,0.12,0.08,0.11,0.08,0.07,0.11,0.08,0.07,0.12,0.07,0.08,0.11,0.07,0.14,0.17,0.14,0.32,0.99,0.40,0.26,0.28,0.26,0.29,0.17,0.25,0.09,1.35,1.47,0.26,0.21,0.78,0.31,0.29,0.51,0.88,0.73,0.27,0.90,0.50,0.25,0.26,0.18,0.20,0.15,0.16,0.15,0.14,0.14
08/01/2022,10306910999,32308387,0.11,0.15,0.09,0.12,0.09,0.11,0.08,0.10,0.09,0.10,0.10,0.09,0.10,0.08,0.11,0.14,0.21,0.15,0.30,0.78,0.26,0.11,0.07,0.04,0.11,0.18,0.07,0.25,1.40,0.58,0.15,0.47,0.17,0.31,0.29,0.26,0.50,0.26,0.31,0.20,0.16,0.22,0.24,0.24,0.25,0.17,0.13,0.13
09/01/2022,10306910999,32308387,0.08,0.12,0.09,0.09,0.11,0.08,0.11,0.09,0.09,0.11,0.08,0.11,0.09,0.10,0.11,0.13,0.19,0.20,0.21,0.97,0.19,0.18,0.12,0.19,0.18,0.11,0.11,0.82,1.22,0.36,0.17,0.47,0.58,0.29,0.30,0.33,0.57,0.95,1.21,0.78,0.43,0.20,0.16,0.18,0.14,0.10,0.09,0.15
10/01/2022,10306910999,32308387,0.15,0.15,0.12,0.10,0.08,0.12,0.10,0.07,0.12,0.09,0.08,0.12,0.09,0.34,0.19,0.15,0.18,0.23,0.21,0.14,0.12,0.12,0.14,0.08,0.10,0.14,0.26,0.13,0.17,0.14,0.15,0.18,0.22,0.20,0.32,0.32,0.92,0.49,0.20,0.18,0.23,0.17,0.16,0.21,0.13,0.11,0.18,0.12
11/01/2022,10306910999,32308387,0.12,0.12,0.07,0.09,0.10,0.08,0.10,0.09,0.07,0.12,0.09,0.38,0.39,0.29,0.16,0.52,0.30,0.19,0.19,0.16,0.12,0.00,0.00,0.00,0.03,0.02,0.41,0.22,0.20,0.17,0.27,0.17,0.24,0.21,0.23,0.26,0.53,0.21,0.71,0.71,0.17,0.17,0.13,0.13,0.14,0.11,0.10,0.09
12/01/2022,10306910999,32308387,0.13,0.12,0.10,0.10,0.13,0.09,0.11,0.10,0.09,0.11,0.08,0.12,0.09,0.21,0.69,0.31,0.18,0.43,0.08,0.06,0.00,0.04,0.00,0.02,0.03,0.03,0.23,0.19,0.15,0.16,0.20,0.24,0.18,0.22,0.27,0.25,0.37,1.30,0.67,0.19,0.18,0.19,0.15,0.16,0.18,0.13,0.11,0.13
13/01/2022,10306910999,32308387,0.11,0.08,0.12,0.10,0.08,0.13,0.10,0.08,0.13,0.09,0.08,0.13,0.11,0.19,0.68,0.18,0.15,1.20,0.18,0.08,0.10,0.05,0.09,0.08,0.03,0.05,0.10,0.24,0.13,0.17,0.16,0.18,0.23,0.25,1.29,1.06,1.22,0.29,0.23,0.24,0.27,0.21,0.18,0.19,0.18,0.11,0.12,0.18
14/01/2022,10306910999,32308387,0.09,0.11,0.17,0.14,0.13,0.12,0.09,0.12,0.10,0.09,0.13,0.11,0.58,0.24,0.18,0.48,0.26,0.21,0.19,0.20,0.14,0.26,0.14,0.06,0.38,0.77,0.14,0.22,0.21,0.24,0.28,0.36,0.20,0.27,0.30,0.96,1.54,1.08,0.34,0.31,0.17,0.16,0.19,0.14,0.14,0.18,0.15,0.16
15/01/2022,10306910999,32308387,0.14,0.09,0.10,0.12,0.09,0.10,0.11,0.08,0.10,0.11,0.08,0.10,0.12,0.09,0.10,0.15,0.18,0.19,0.22,0.32,0.26,0.34,0.80,0.21,0.26,0.43,0.29,0.29,0.24,0.22,0.78,0.20,0.16,0.48,0.43,1.06,0.92,0.57,0.24,0.23,0.26,0.21,0.18,0.19,0.16,0.15,0.17,0.14
16/01/2022,10306910999,32308387,0.15,0.10,0.13,0.10,0.08,0.12,0.11,0.08,0.11,0.11,0.08,0.09,0.13,0.09,0.08,0.15,0.26,0.23,0.23,0.35,0.07,0.43,0.42,0.06,0.02,0.07,0.14,0.18,0.17,0.65,0.16,0.12,0.61,0.18,0.17,1.28,1.21,1.03,0.19,0.20,0.18,0.64,0.18,0.15,0.46,0.15,0.10,0.18
17/01/2022,10306910999,32308387,0.13,0.09,0.10,0.11,0.08,0.11,0.11,0.08,0.12,0.10,0.08,0.12,0.09,0.18,0.20,0.14,0.23,0.14,0.05,0.01,0.12,0.00,0.04,0.00,0.13,0.10,0.08,0.07,0.18,0.14,0.74,0.74,0.49,0.21,0.22,0.30,0.37,0.26,0.29,0.25,0.23,0.16,0.15,0.18,0.16,0.14,0.17,0.14
18/01/2022,10306910999,32308387,0.22,0.14,0.10,0.09,0.13,0.10,0.09,0.13,0.08,0.09,0.13,0.59,0.11,0.24,0.32,0.36,0.50,0.23,0.25,0.04,0.13,0.30,0.17,0.13,0.06,0.00,0.04,0.10,0.89,0.69,0.22,0.21,0.16,0.42,0.29,0.35,0.92,0.69,0.17,0.21,0.20,0.17,0.20,0.85,0.34,0.13,0.12,0.13
19/01/2022,10306910999,32308387,0.11,0.12,0.13,0.09,0.08,0.12,0.10,0.08,0.12,0.09,0.08,0.12,0.11,0.26,0.17,0.63,0.12,0.14,0.29,0.11,0.00,0.00,0.00,0.01,0.09,0.04,0.11,0.11,0.14,0.16,0.14,0.19,0.17,0.20,0.25,0.40,0.21,0.28,0.21,0.19,0.20,0.15,0.13,0.25,0.11,0.12,0.17,0.14
20/01/2022,10306910999,32308387,0.11,0.14,0.12,0.11,0.10,0.08,0.12,0.10,0.09,0.12,0.10,0.09,0.13,0.19,0.18,0.21,0.26,0.91,0.30,0.18,0.06,0.35,0.25,0.15,0.12,0.08,0.70,0.17,0.15,0.41,0.31,0.20,0.78,0.96,0.57,0.30,0.27,0.28,0.26,0.20,0.20,0.17,0.13,0.14,0.15,0.14,0.12,0.10
21/01/2022,10306910999,32308387,0.10,0.22,0.11,0.09,0.12,0.09,0.08,0.13,0.08,0.09,0.12,0.09,0.10,0.21,0.16,0.17,0.22,0.13,0.16,0.18,0.15,0.18,0.29,0.13,0.15,0.12,0.14,0.33,0.50,0.49,0.20,0.27,0.23,0.21,0.24,0.54,1.24,0.47,0.33,0.68,0.19,0.20,0.92,0.44,0.20,0.15,0.16,0.12
22/01/2022,10306910999,32308387,0.10,0.14,0.13,0.09,0.12,0.11,0.08,0.12,0.09,0.09,0.12,0.08,0.09,0.14,0.09,0.13,0.20,0.16,0.34,0.37,0.03,0.16,0.03,0.00,0.03,0.05,0.18,0.23,0.15,0.11,0.18,0.37,0.22,0.23,0.24,0.70,0.31,0.93,1.24,0.29,0.61,0.73,0.34,0.17,0.17,0.16,0.15,0.16
23/01/2022,10306910999,32308387,0.10,0.10,0.10,0.15,0.13,0.12,0.08,0.08,0.08,0.12,0.13,0.11,0.08,0.08,0.10,0.17,0.21,0.18,0.14,0.08,0.25,0.09,0.06,0.09,0.10,0.05,0.95,1.00,0.53,0.50,0.28,0.25,0.58,0.24,0.20,0.24,0.64,0.27,0.43,0.94,0.50,0.14,0.12,0.18,0.16,0.73,0.21,0.15
24/01/2022,10306910999,32308387,0.12,0.14,0.12,0.10,0.08,0.10,0.13,0.08,0.08,0.11,0.11,0.08,0.09,0.23,0.16,0.15,0.28,0.46,0.25,0.32,0.01,0.00,0.29,0.05,0.35,1.53,0.77,0.46,0.21,0.36,0.28,0.19,0.18,0.57,0.92,0.70,0.30,0.28,0.29,0.26,0.20,0.21,0.23,0.16,0.14,0.16,0.12,0.14
25/01/2022,10306910999,32308387,0.15,0.14,0.14,0.12,0.09,0.11,0.10,0.08,0.12,0.09,0.08,0.12,0.10,0.17,0.24,0.29,0.31,0.21,0.59,0.16,0.19,0.70,0.26,0.27,0.20,0.22,0.29,0.15,0.18,0.14,0.15,0.18,0.18,0.28,0.28,0.24,0.22,0.67,1.09,0.91,0.46,0.90,0.56,0.21,0.65,0.17,0.13,0.13
26/01/2022,10306910999,32308387,0.22,0.10,0.11,0.14,0.10,0.10,0.14,0.11,0.10,0.13,0.12,0.10,0.12,0.21,0.18,0.17,0.20,0.06,0.02,0.01,0.00,0.00,0.05,0.00,0.02,0.04,0.07,0.08,0.33,0.19,0.15,0.46,0.26,0.28,0.25,0.23,0.99,1.43,0.34,0.23,0.24,0.22,0.19,0.18,0.18,0.13,0.12,0.42
27/01/2022,10306910999,32308387,0.13,0.14,0.17,0.12,0.10,0.13,0.12,0.10,0.13,0.12,0.10,0.12,0.21,0.69,0.23,0.21,0.54,0.12,0.16,0.10,0.12,0.27,0.10,0.04,0.04,0.17,0.05,0.11,0.20,0.17,0.19,0.20,0.20,0.23,0.30,0.28,0.36,0.84,0.54,0.16,0.22,0.20,0.12,0.15,0.18,0.12,0.10,0.16
28/01/2022,10306910999,32308387,0.15,0.17,0.13,0.14,0.10,0.11,0.14,0.10,0.10,0.14,0.11,0.11,0.13,0.23,0.67,0.18,0.43,0.42,0.23,0.17,0.08,0.08,0.09,0.05,0.17,0.15,0.16,1.13,1.32,0.30,0.19,0.19,0.19,0.24,0.22,0.23,0.28,0.34,0.25,0.23,0.25,0.23,0.23,1.34,3.79,3.79,3.84,0.13
29/01/2022,10306910999,32308387,3.78,3.80,3.81,3.79,3.85,3.84,3.78,3.76,3.79,3.77,3.75,1.07,0.14,0.12,0.13,0.18,0.22,0.27,0.65,0.48,0.04,0.06,0.07,0.09,0.11,0.03,0.05,0.09,0.20,0.19,0.19,0.63,0.96,0.55,0.22,0.26,0.83,0.32,0.26,0.18,0.20,0.26,0.25,0.17,0.15,0.17,0.17,3.80
30/01/2022,10306910999,32308387,0.11,0.19,0.15,0.11,0.10,0.13,0.15,0.10,0.10,0.12,0.15,0.10,0.10,0.11,0.15,0.17,0.32,0.20,0.20,0.12,0.04,0.06,0.00,0.02,0.09,0.06,0.10,0.14,0.11,0.12,0.15,0.15,0.26,0.21,0.53,0.51,0.68,0.78,0.93,0.23,0.23,0.25,0.26,0.20,0.15,0.16,0.19,0.12
31/01/2022,10306910999,32308387,0.13,0.13,0.10,0.12,0.13,0.10,0.12,0.13,0.10,0.12,0.12,0.10,0.12,0.15,0.18,0.40,0.27,0.14,0.10,0.04,0.01,0.05,0.09,0.38,0.57,0.24,0.20,0.25,0.36,0.28,0.46,0.54,0.23,0.26,0.57,0.21,0.27,0.27,0.23,0.88,0.85,0.50,0.18,0.22,0.20,0.18,0.19,0.14
01/02/2022,10306910999,32308387,0.16,0.17,0.15,0.11,0.14,0.12,0.10,0.14,0.11,0.10,0.14,0.10,0.10,0.17,0.17,0.19,0.34,0.24,0.30,0.43,0.03,0.03,0.33,0.06,0.10,0.25,0.13,0.15,0.17,0.19,0.82,0.48,0.25,0.37,0.35,0.41,1.07,0.57,0.24,0.28,0.20,0.28,1.10,0.76,0.31,0.19,0.16,0.18
02/02/2022,10306910999,32308387,0.14,0.12,0.11,0.16,0.16,0.09,0.12,0.11,0.09,0.12,0.10,0.08,0.12,0.13,0.15,0.20,0.25,0.15,0.17,0.16,0.64,0.30,0.14,0.24,0.22,0.05,0.12,0.20,0.18,0.18,0.21,0.23,0.19,0.40,0.36,0.81,0.80,0.30,0.26,0.21,0.22,0.18,0.19,0.18,0.17,0.15,0.17,0.12
03/02/2022,10306910999,32308387,0.11,0.15,0.14,0.09,0.11,0.12,0.09,0.11,0.12,0.09,0.10,0.12,0.09,0.14,0.20,0.21,0.35,0.16,0.08,0.09,0.08,0.08,0.56,0.00,0.02,0.35,0.16,0.11,0.15,0.16,0.14,0.20,0.22,0.35,0.28,0.28,0.24,0.23,0.26,0.24,0.29,0.28,0.29,0.20,0.22,0.71,0.19,0.15
04/02/2022,10306910999,32308387,0.43,0.25,0.09,0.10,0.13,0.09,0.09,0.13,0.09,0.09,0.13,0.09,0.08,0.16,0.16,0.16,0.24,0.11,0.00,0.02,0.01,0.00,0.03,0.01,0.00,0.08,0.11,0.18,0.20,0.20,0.21,0.27,0.29,0.38,0.25,0.25,0.37,0.40,0.29,0.31,0.24,0.23,0.28,0.24,0.18,0.19,0.17,0.17
05/02/2022,10306910999,32308387,0.17,0.14,0.15,0.14,0.12,0.10,0.14,0.12,0.11,0.13,0.12,0.10,0.13,0.12,0.12,0.70,0.24,0.20,0.96,0.58,0.12,0.29,0.17,0.14,0.21,0.17,0.10,0.23,0.18,0.51,0.90,0.53,0.21,0.30,0.32,0.27,0.21,0.28,0.31,0.25,0.30,0.26,0.27,0.26,0.23,0.17,0.68,0.16
06/02/2022,10306910999,32308387,0.20,0.64,0.22,0.15,0.11,0.11,0.15,0.12,0.10,0.14,0.12,0.10,0.12,0.14,0.12,0.15,0.24,0.34,0.07,0.08,0.05,0.07,0.03,0.02,0.02,0.04,0.11,0.24,0.10,0.17,0.37,0.18,0.22,0.18,0.18,0.33,0.29,0.33,0.36,0.18,0.65,0.90,0.45,0.19,0.16,0.11,0.13,0.46
07/02/2022,10306910999,32308387,0.11,0.10,0.14,3.54,3.75,3.76,3.80,3.76,3.75,0.71,0.13,0.44,0.26,0.24,0.25,0.53,0.45,0.13,0.03,0.31,0.45,0.04,0.07,0.11,0.20,0.21,0.10,0.18,0.14,0.12,0.20,0.22,0.91,0.94,0.65,0.31,0.37,0.26,0.26,0.24,0.21,0.22,0.20,0.20,0.21,0.20,0.17,0.20
08/02/2022,10306910999,32308387,0.19,0.16,0.17,0.15,0.10,0.11,0.14,0.10,0.11,0.14,0.10,0.11,0.16,0.52,0.40,0.25,0.35,0.51,0.22,0.18,0.17,0.18,0.14,0.11,0.34,0.74,0.26,0.27,0.34,0.25,0.31,0.23,0.19,0.20,0.24,0.18,1.09,0.41,0.17,0.78,0.80,0.26,0.13,0.16,0.16,0.11,0.13,0.19
09/02/2022,10306910999,32308387,0.11,0.13,1.33,3.73,3.77,3.74,3.69,3.43,0.12,0.08,0.09,0.13,0.08,0.16,0.20,0.11,0.13,0.57,0.18,0.11,0.15,0.08,0.08,0.06,0.01,0.59,0.81,0.87,0.16,0.18,0.40,0.30,0.34,0.18,0.21,0.22,0.24,0.29,0.23,0.19,0.38,0.24,0.12,0.14,0.17,0.14,0.13,0.16
10/02/2022,10306910999,32308387,0.14,0.13,0.18,0.20,0.10,0.10,0.12,0.08,0.08,0.13,0.10,0.09,0.13,0.22,0.16,0.09,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02,0.05,0.09,0.14,0.10,0.14,0.19,0.19,0.19,0.25,0.24,0.42,0.30,0.27,0.66,0.23,0.17,0.31,0.35,0.11,0.13,0.17
11/02/2022,10306910999,32308387,0.09,0.14,1.24,3.71,3.75,3.71,3.70,3.73,3.51,0.08,0.11,0.10,0.09,0.18,0.16,0.09,0.06,0.11,0.09,0.13,0.13,0.09,0.04,0.00,0.01,0.04,0.07,0.04,0.10,0.09,0.12,0.18,0.16,0.17,0.22,0.20,0.21,0.26,0.20,0.25,0.25,0.20,0.21,0.17,0.13,0.16,0.15,0.10
12/02/2022,10306910999,32308387,0.16,0.13,0.13,0.18,0.13,0.17,0.17,0.09,0.11,0.10,0.08,0.12,0.10,0.09,0.16,0.15,0.18,0.43,0.15,0.12,0.07,0.10,0.25,0.11,0.04,0.01,0.02,0.06,0.31,1.16,0.22,0.25,0.52,0.27,0.26,0.21,0.26,0.41,1.11,0.72,0.29,0.20,0.13,0.15,0.17,0.13,0.17,0.12
13/02/2022,10306910999,32308387,0.16,0.10,0.11,0.08,0.11,0.11,0.08,0.11,0.10,0.08,0.12,0.09,0.09,0.13,0.11,0.15,0.22,0.30,0.30,0.22,0.22,0.16,0.57,0.36,0.11,0.09,0.15,0.27,0.20,0.12,0.16,0.10,0.13,0.53,0.96,0.67,0.29,1.02,0.80,0.18,0.20,0.71,0.19,0.21,0.42,2.95,3.82,0.20
14/02/2022,10306910999,32308387,3.75,3.76,3.73,3.75,1.01,0.08,0.12,0.09,0.08,0.12,0.08,0.10,0.13,0.18,0.21,0.15,0.25,0.07,0.07,0.10,0.07,0.06,0.11,0.04,0.26,0.69,0.08,0.13,0.19,0.15,0.27,0.18,0.18,0.20,0.60,1.73,1.14,0.27,0.22,0.22,0.23,0.22,0.15,0.25,0.19,0.16,0.13,3.77
15/02/2022,10306910999,32308387,0.16,0.11,0.10,0.14,0.14,0.10,0.10,0.14,0.13,0.10,0.10,0.14,0.14,0.20,0.19,0.19,0.15,0.10,0.16,0.13,0.07,0.08,0.09,0.11,0.06,0.10,0.13,0.11,0.14,0.13,0.19,0.20,0.20,0.19,0.24,0.25,0.24,0.27,0.25,0.28,0.91,0.28,0.18,0.22,0.22,0.19,0.16,0.16
16/02/2022,10306910999,32308387,0.18,0.14,0.15,0.21,0.16,0.12,0.10,0.14,0.11,0.10,0.11,0.15,0.15,0.26,0.16,0.17,0.11,0.02,0.00,0.03,0.04,0.08,0.16,0.10,0.10,0.18,0.20,0.12,0.12,0.14,0.15,0.15,0.18,0.21,0.18,0.19,0.25,1.15,0.98,0.25,0.22,0.24,0.21,0.18,0.16,0.18,0.19,0.17
17/02/2022,10306910999,32308387,2.08,3.82,3.82,3.77,3.77,3.83,3.79,3.73,0.94,0.13,0.13,0.10,0.11,0.22,0.92,0.16,0.16,0.14,0.20,0.12,0.11,0.06,0.05,0.09,0.11,0.10,0.75,0.18,0.15,0.48,0.12,0.35,0.22,0.21,0.22,0.41,1.69,1.17,0.85,0.26,0.28,0.23,0.19,0.18,0.20,0.21,0.14,0.16
18/02/2022,10306910999,32308387,0.13,0.22,0.11,0.14,0.12,0.14,0.10,0.10,0.12,0.14,0.10,0.10,0.12,0.25,0.32,0.48,0.46,0.25,0.60,0.15,0.16,0.16,0.07,0.02,0.24,0.91,0.27,0.02,0.14,0.15,0.16,0.19,0.29,0.24,0.21,0.26,0.31,0.31,0.25,0.27,0.74,0.23,0.25,0.47,0.34,0.28,0.25,0.13
19/02/2022,10306910999,32308387,0.16,0.15,0.13,0.10,0.12,0.13,0.09,0.10,0.14,0.15,0.11,0.11,0.12,0.16,0.13,0.12,0.34,0.26,0.07,0.09,0.07,0.15,0.10,0.06,0.14,0.04,0.01,0.02,0.07,0.08,0.07,0.10,0.22,0.16,0.15,0.19,0.20,0.18,0.23,1.11,0.77,0.25,0.17,0.19,0.17,0.15,0.16,0.21
20/02/2022,10306910999,32308387,0.11,0.11,0.15,0.14,0.11,0.12,0.15,0.12,0.11,0.12,0.15,0.12,0.11,0.12,0.15,0.13,0.18,0.18,0.25,0.10,0.07,0.13,0.13,0.10,0.10,0.16,0.11,0.14,0.16,0.28,0.13,0.11,0.12,0.17,0.14,0.27,0.19,0.21,0.16,0.16,0.21,0.18,0.18,0.18,0.20,0.14,0.11,0.17
21/02/2022,10306910999,32308387,0.15,0.12,0.10,0.10,0.14,0.13,0.10,0.10,0.12,0.14,0.10,0.10,0.11,0.16,0.19,0.27,0.21,0.21,0.11,0.02,0.07,0.10,0.02,0.01,0.02,0.07,0.63,0.14,0.17,0.20,0.20,0.20,0.31,0.16,0.13,0.16,0.25,0.27,0.20,0.22,0.24,0.19,0.19,0.20,0.18,0.13,0.10,0.12
22/02/2022,10306910999,32308387,0.12,0.10,0.11,0.15,0.12,0.10,0.11,0.15,0.11,0.10,0.11,0.14,0.11,0.14,0.17,0.69,0.66,0.38,0.00,0.00,0.00,0.14,0.66,0.06,0.05,0.09,0.05,0.09,0.08,0.12,0.24,0.13,0.14,0.17,0.18,0.15,0.17,2.73,1.38,0.40,0.18,0.19,0.16,0.37,0.83,0.58,0.12,0.15
23/02/2022,10306910999,32308387,0.14,0.13,0.10,0.10,0.15,0.13,0.10,0.10,0.14,0.13,0.10,0.11,0.15,0.19,0.13,0.13,1.15,0.31,0.09,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.07,0.14,0.36,0.17,0.20,0.28,0.14,0.17,0.18,0.17,0.29,0.26,0.23,0.19,0.18,0.20,0.17,0.15,0.18,0.16,0.11
24/02/2022,10306910999,32308387,0.11,0.14,0.14,0.11,0.11,0.14,0.14,0.10,0.10,0.13,0.14,0.10,0.10,0.14,0.21,0.15,0.26,0.13,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.09,0.06,0.06,0.13,0.11,0.12,0.17,0.16,0.15,0.17,0.20,0.17,0.15,0.16,0.18,0.14,0.21,0.23,0.18,0.18,0.22,0.11
25/02/2022,10306910999,32308387,0.11,0.11,0.15,0.11,0.10,0.12,0.15,0.11,0.10,0.11,0.15,0.11,0.10,0.13,0.14,0.18,0.00,0.02,0.00,0.23,0.02,0.03,0.01,0.00,0.04,0.04,0.00,0.01,0.06,0.09,0.09,0.16,0.27,0.13,0.18,0.18,0.16,0.63,1.50,0.91,0.50,0.21,0.17,0.14,0.18,0.14,0.11,0.14
26/02/2022,10306910999,32308387,0.16,0.14,0.11,0.12,0.15,0.16,0.11,0.11,0.14,0.16,0.12,0.11,0.12,0.16,0.13,0.14,0.60,0.20,0.10,0.25,0.13,0.04,0.05,0.01,0.04,0.06,0.11,0.10,0.83,0.39,0.20,0.18,0.16,0.18,0.19,0.17,0.16,0.34,0.24,0.18,0.19,0.22,0.22,0.16,0.13,0.16,0.13,0.11
